warehouse_code,tenant_code,part,sloc,bin,kitqty,grn_number,qoh,mfgdt,expdt,carton_code,uomqty,projectrefno,part_desc
LQE,POE,aT392-E-40,OK,LBQ/SB/C-4-8-6,0,3.21334E+11,3,,,3132LBQ1113812,EA/1.00,,SANDAL WANITA ZS281 ZR HEELED DENIM SANDALS PREMIUM IMPORT DENIM SIZE 39
NEL,POE,aT392-E-51,OK,LBQ/SB/C-5-8-6,0,3.21334E+11,3,,,3131LBQ1111465,EA/1.00,,SANDAL WANITA ZS281 ZR HEELED DENIM SANDALS PREMIUM IMPORT DENIM SIZE 40
LBX,FML,aT395-T-46,OK,LBQ/SB/C-2-29-4,0,3.21334E+11,1,,,3132LBQ1113525,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS SNAKE SIZE 35
TVC,HCZ,aT395-T-47,OK,LBQ/SB/C-2-29-4,0,3.21334E+11,2,,,3132LBQ1113525,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS SNAKE SIZE 36
LPT,HCZ,aT395-T-48,OK,LBQ/SB/C-2-29-4,0,3.21334E+11,1,,,3132LBQ1113525,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS SNAKE SIZE 37
LPT,GDP,aT395-T-49,OK,LBQ/SB/C-2-29-4,0,3.21334E+11,2,,,3132LBQ1113525,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS SNAKE SIZE 38
LQE,NUT,aT395-T-40,OK,LBQ/SB/C-3-29-4,0,3.21334E+11,2,,,3132LBQ1113524,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS SNAKE SIZE 39
LBX,QVS,aT395-T-51,OK,LBQ/SB/C-3-21-4,0,3.21334E+11,2,,,3132LBQ1113870,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS SNAKE SIZE 40
TVCC,NUT,aT395-P-46,OK,LBQ/SB/C-4-21-4,0,3.21334E+11,2,,,3132LBQ1113879,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS ORANGE SIZE 35
TVC,HUD,aT395-P-47,OK,LBQ/SB/C-4-21-4,0,3.21334E+11,2,,,3132LBQ1113879,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS ORANGE SIZE 36
TVC,SFF,aT395-P-48,OK,LBQ/SB/C-4-21-4,0,3.21334E+11,2,,,3132LBQ1113879,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS ORANGE SIZE 37
LPT,FHT,aT395-P-49,OK,LBQ/SB/C-4-21-4,0,3.21334E+11,2,,,3132LBQ1113879,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS ORANGE SIZE 38
LBX,NUT,aT395-P-40,OK,LBQ/SB/C-3-21-4,0,3.21334E+11,2,,,3132LBQ1113870,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS ORANGE SIZE 39
TVCC,HUD,aT395-P-51,OK,LBQ/SB/C-3-21-4,0,3.21334E+11,2,,,3132LBQ1113870,EA/1.00,,SANDAL WANITA ZS284 ZR DOUBLE STRAP HEELED SANDALS ORANGE SIZE 40
LBX,HCZ,aT306-C-46,OK,LBQ/SB/B-3-5-5,0,3.2131E+11,1,,,3131LBQ1111399,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 35
NEL,FHT,aT306-C-46,OK,LBQ/SB/B-3-5-5,0,3.21313E+11,1,,,3131LBQ1111085,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 35
LPT,SMN,aT306-C-46,OK,LBQ/SB/B-2-5-5,0,3.21313E+11,4,,,3131LBQ1112142,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 35
TVC,FHT,aT306-C-47,OK,LBQ/SB/B-3-4-5,0,3.2131E+11,1,,,3131LBQ1111249,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 36
LBQ,POE,aT306-C-47,OK,LBQ/SB/C-5-26-2,0,3.21334E+11,8,,,3132LBQ1113752,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 36
LQE,HCZ,aT306-C-48,OK,LBQ/SB/C-4-26-2,0,3.21334E+11,7,,,3132LBQ1113751,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 37
TVC,MNC,aT306-C-49,OK,LBQ/SB/C-3-26-2,0,3.21334E+11,6,,,3132LBQ1113740,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 38
TVC,HUD,aT306-C-40,OK,LBQ/SB/B-2-4-5,0,3.21313E+11,1,,,3131LBQ1111090,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 39
TVCC,QVS,aT306-C-40,OK,LBQ/SB/C-2-26-2,0,3.21334E+11,6,,,3132LBQ1113749,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 39
NEL,HSJ,aT306-C-51,OK,LBQ/SB/B-3-4-5,0,3.21313E+11,2,,,3131LBQ1111099,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 40
TVC,HSJ,aT306-C-51,OK,LBQ/SB/B-2-4-5,0,3.21313E+11,5,,,3131LBQ1111090,EA/1.00,,SANDAL WANITA ZS295 ZR PEARLY STRAPPY FLAT SANDALS PREMIUM IMPORT BLATEST SIZE 40
NEL,NUT,DLT474-C-46,OK,LBQ/SB/C-3-29-6,0,3.21334E+11,2,,,3132LBQ1113517,EA/1.00,,SANDAL TESTS363 CNK HEELED SANDALS PREMIUM IMPORT BLATEST SIZE 35
TVC,HCZ,DLT474-C-47,OK,LBQ/SB/C-3-29-6,0,3.21334E+11,2,,,3132LBQ1113517,EA/1.00,,SANDAL TESTS363 CNK HEELED SANDALS PREMIUM IMPORT BLATEST SIZE 36
LQE,HCZ,DLT474-C-48,OK,LBQ/SB/C-3-29-6,0,3.21334E+11,2,,,3132LBQ1113517,EA/1.00,,SANDAL TESTS363 CNK HEELED SANDALS PREMIUM IMPORT BLATEST SIZE 37
LQE,GDP,DLT462-D-51,OK,LBQ/SB/C-3-9-2,0,3.21334E+11,2,,,3131LBQ1111462,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES CREME SIZE  40
NEL,FML,DLT462-H-46,OK,LBQ/SB/C-3-9-5,0,3.21334E+11,2,,,3132LBQ1113852,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES GREEN SIZE 35
LBQ,SFF,DLT462-H-47,OK,LBQ/SB/B-4-8-4,0,3.21334E+11,2,,,3132LBQ1113714,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES GREEN SIZE 36
LQE,QVS,DLT462-H-48,OK,LBQ/SB/C-3-9-5,0,3.21334E+11,2,,,3132LBQ1113852,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES GREEN SIZE 37
TVCC,QVS,DLT462-H-49,OK,LBQ/SB/C-3-9-5,0,3.21334E+11,2,,,3132LBQ1113852,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES GREEN SIZE 38
LBX,GDP,DLT462-H-40,OK,LBQ/SB/C-3-9-5,0,3.21334E+11,2,,,3132LBQ1113852,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES GREEN SIZE 39
LQE,SMN,DLT462-H-51,OK,LBQ/SB/C-3-9-5,0,3.21334E+11,2,,,3132LBQ1113852,EA/1.00,,SANDAL TESTS351 CNK DOUBLE STRAP MULES GREEN SIZE 40
LBQ,QVS,QT135-C-46,OK,LBQ/SB/C-5-24-2,0,3.21334E+11,3,,,3132LBQ1113784,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT BLATEST SIZE 35
LQE,HNV,QT135-C-47,OK,LBQ/SB/C-5-24-3,0,3.21334E+11,3,,,3132LBQ1113783,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT BLATEST SIZE 36
TVC,HSJ,QT135-C-48,OK,LBQ/SB/C-5-24-3,0,3.21334E+11,3,,,3132LBQ1113783,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT BLATEST SIZE 37
LBX,QVS,QT135-C-49,OK,LBQ/SB/C-4-24-3,0,3.21334E+11,3,,,3132LBQ1113782,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT BLATEST SIZE 38
LQE,MNC,QT135-C-40,OK,LBQ/SB/C-4-24-3,0,3.21334E+11,3,,,3132LBQ1113782,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT BLATEST SIZE 39
LBQ,FML,QT135-C-51,OK,LBQ/SB/C-3-24-3,0,3.21334E+11,3,,,3132LBQ1113781,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT BLATEST SIZE 40
LQE,HNV,QT135-X-46,OK,LBQ/SB/B-2-28-5,0,3.21334E+11,3,,,3132LBQ1113490,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT WHITE SIZE 35
TVCC,NUT,QT135-X-47,OK,LBQ/SB/B-2-28-5,0,3.21334E+11,2,,,3132LBQ1113490,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT WHITE SIZE 36
NEL,SFF,QT135-X-48,OK,LBQ/SB/B-3-28-5,0,3.21334E+11,3,,,3132LBQ1113499,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT WHITE SIZE 37
TVCC,HUD,QT135-X-49,OK,LBQ/SB/B-4-28-5,0,3.21334E+11,3,,,3132LBQ1113498,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT WHITE SIZE 38
NEL,HUD,QT135-X-40,OK,LBQ/SB/B-4-28-5,0,3.21334E+11,3,,,3132LBQ1113498,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT WHITE SIZE 39
LBX,SFF,QT135-X-51,OK,LBQ/SB/B-5-28-5,0,3.21334E+11,3,,,3132LBQ1113497,EA/1.00,,SEPATU WANITA PS024 TESTO MESH PUMP PREMIUM IMPORT WHITE SIZE 40
LBQ,HUD,DLT490-OE-46,OK,LBQ/SB/C-5-27-4,0,3.21334E+11,2,,,3132LBQ1113456,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT NUDE SIZE 35
LBQ,GDP,DLT490-OE-47,OK,LBQ/SB/C-5-27-4,0,3.21334E+11,2,,,3132LBQ1113456,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT NUDE SIZE 36
LBX,HOJ,DLT490-OE-48,OK,LBQ/SB/C-4-27-4,0,3.21334E+11,2,,,3132LBQ1113455,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT NUDE SIZE 37
LBQ,GDP,DLT490-OE-49,OK,LBQ/SB/C-3-27-4,0,3.21334E+11,2,,,3132LBQ1113454,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT NUDE SIZE 38
TVCC,POE,DLT490-OE-40,OK,LBQ/SB/C-2-8-6,0,3.21334E+11,2,,,3132LBQ1113814,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT NUDE SIZE 39
LBQ,POE,DLT490-OE-51,OK,LBQ/SB/C-2-8-6,0,3.21334E+11,2,,,3132LBQ1113814,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT NUDE SIZE 40
LBX,POE,DLT490-C-46,OK,LBQ/SB/C-5-27-4,0,3.21334E+11,2,,,3132LBQ1113456,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT BLATEST SIZE 35
LBX,FHT,DLT490-C-47,OK,LBQ/SB/C-5-27-4,0,3.21334E+11,2,,,3132LBQ1113456,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT BLATEST SIZE 36
LBX,MNC,DLT490-C-48,OK,LBQ/SB/C-4-27-4,0,3.21334E+11,2,,,3132LBQ1113455,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT BLATEST SIZE 37
TVCC,SMN,DLT490-C-49,OK,LBQ/SB/C-3-27-4,0,3.21334E+11,1,,,3132LBQ1113454,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT BLATEST SIZE 38
LQE,FHT,DLT490-C-40,OK,LBQ/SB/C-5-27-5,0,3.21334E+11,2,,,3132LBQ1113537,EA/1.00,,SEPATU WANITA TESTS389 PREMIUM IMPORT BLATEST SIZE 39
TVCC,MNC,DLT486-H-49,OK,LBQ/SB/C-5-22-5,0,3.21334E+11,2,,,3132LBQ1113792,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT GREY SIZE 38
NEL,HUD,DLT486-H-40,OK,LBQ/SB/C-2-0-3,0,3.21334E+11,2,,,3132LBQ1113807,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT GREY SIZE 39
NEL,HCZ,DLT486-H-51,OK,LBQ/SB/C-2-0-3,0,3.21334E+11,2,,,3132LBQ1113807,EA/1.00,,SEPATU WANITA TESTS375 CNK STUDDED BELT FLATSHOES PREMIUM IMPORT GREY SIZE 40
TVCC,HUD,QT158-MC-46,OK,LBQ/SB/C-4-27-6,0,3.21334E+11,2,,,3132LBQ1113530,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT LIGHT BLUE SIZE 35
LPT,SMN,QT158-MC-47,OK,LBQ/SB/C-4-27-6,0,3.21334E+11,1,,,3132LBQ1113530,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT LIGHT BLUE SIZE 36
LPT,HCZ,QT158-MC-48,OK,LBQ/SB/C-5-27-6,0,3.21334E+11,2,,,3132LBQ1113541,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT LIGHT BLUE SIZE 37
TVCC,POE,QT158-MC-49,OK,LBQ/SB/C-5-27-6,0,3.21334E+11,2,,,3132LBQ1113541,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT LIGHT BLUE SIZE 38
LBQ,HOJ,QT158-MC-40,OK,LBQ/SB/C-4-22-5,0,3.21334E+11,1,,,3132LBQ1113793,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT LIGHT BLUE SIZE 39
NEL,SMN,QT158-MC-51,OK,LBQ/SB/C-4-27-6,0,3.21334E+11,2,,,3132LBQ1113530,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT LIGHT BLUE SIZE 40
LBQ,FHT,QT158-X-46,OK,LBQ/SB/C-2-27-6,0,3.21334E+11,2,,,3132LBQ1113538,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT WHITE SIZE 35
LBX,QVS,QT158-X-47,OK,LBQ/SB/C-2-27-6,0,3.21334E+11,2,,,3132LBQ1113538,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT WHITE SIZE 36
TVC,GDP,QT158-X-48,OK,LBQ/SB/C-2-27-6,0,3.21334E+11,2,,,3132LBQ1113538,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT WHITE SIZE 37
LPT,GDP,QT158-X-49,OK,LBQ/SB/C-2-27-6,0,3.21334E+11,2,,,3132LBQ1113538,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT WHITE SIZE 38
LQE,HSJ,QT158-X-40,OK,LBQ/SB/C-3-27-6,0,3.21334E+11,2,,,3132LBQ1113539,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT WHITE SIZE 39
NEL,FML,QT158-X-51,OK,LBQ/SB/C-3-27-6,0,3.21334E+11,2,,,3132LBQ1113539,EA/1.00,,SANDAL WANITA PS047 PREMIUM IMPORT WHITE SIZE 40
TVC,QVS,QT164-C-46,OK,LBQ/SB/C-5-8-2,0,3.21334E+11,2,,,3132LBQ1113829,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT BLATEST SIZE 35
TVCC,HUD,QT164-C-47,OK,LBQ/SB/C-5-8-2,0,3.21334E+11,2,,,3132LBQ1113829,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT BLATEST SIZE 36
NEL,HSJ,QT164-C-48,OK,LBQ/SB/C-4-8-2,0,3.21334E+11,2,,,3132LBQ1113820,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT BLATEST SIZE 37
NEL,NUT,QT164-C-49,OK,LBQ/SB/C-5-8-4,0,3.21334E+11,2,,,3132LBQ1113810,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT BLATEST SIZE 38
LQE,MNC,QT164-C-40,OK,LBQ/SB/C-5-8-4,0,3.21334E+11,2,,,3132LBQ1113810,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT BLATEST SIZE 39
TVCC,HCZ,QT164-C-51,OK,LBQ/SB/C-5-8-4,0,3.21334E+11,2,,,3132LBQ1113810,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT BLATEST SIZE 40
TVC,HOJ,QT164-OE-46,OK,LBQ/SB/C-5-8-2,0,3.21334E+11,2,,,3132LBQ1113829,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 35
LBX,HUD,QT164-OE-47,OK,LBQ/SB/C-5-8-2,0,3.21334E+11,2,,,3132LBQ1113829,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 36
LBQ,GDP,QT164-OE-48,OK,LBQ/SB/C-2-8-3,0,3.21334E+11,2,,,3132LBQ1113828,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 37
LQE,POE,QT164-OE-48,OK,LBQ/SB/C-4-8-2,0,3.21334E+11,2,,,3132LBQ1113820,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 37
TVCC,HNV,QT164-OE-49,OK,LBQ/SB/C-3-8-3,0,3.21334E+11,2,,,3132LBQ1113827,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 38
LBQ,MNC,QT164-OE-49,OK,LBQ/SB/C-5-8-4,0,3.21334E+11,2,,,3132LBQ1113810,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 38
LQE,HCZ,QT164-OE-40,OK,LBQ/SB/C-3-8-3,0,3.21334E+11,2,,,3132LBQ1113827,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 39
TVCC,POE,QT164-OE-51,OK,LBQ/SB/C-4-8-3,0,3.21334E+11,2,,,3132LBQ1113826,EA/1.00,,SEPATU WANITA PS053 PREMIUM IMPORT NUDE SIZE 40
LBQ,FML,DLT441-C-46,OK,LBQ/SB/C-2-0-2,0,3.21334E+11,5,,,3132LBQ1113911,EA/1.00,,SEPATU TESTS330 CNK EYELET EMBELLISHED MULES BLATEST SIZE 35
LBQ,GDP,DLT441-C-47,OK,LBQ/SB/C-3-0-2,0,3.21334E+11,2,,,3132LBQ1113800,EA/1.00,,SEPATU TESTS330 CNK EYELET EMBELLISHED MULES BLATEST SIZE 36
LBX,POE,DLT441-C-47,OK,LBQ/SB/C-2-0-2,0,3.21334E+11,3,,,3132LBQ1113911,EA/1.00,,SEPATU TESTS330 CNK EYELET EMBELLISHED MULES BLATEST SIZE 36
LBQ,NUT,DLT441-C-48,OK,LBQ/SB/C-3-0-2,0,3.21334E+11,5,,,3132LBQ1113800,EA/1.00,,SEPATU TESTS330 CNK EYELET EMBELLISHED MULES BLATEST SIZE 37
LBQ,FHT,DLT436-C-51,OK,LBQ/SB/C-2-27-5,0,3.21334E+11,2,,,3132LBQ1113458,EA/1.00,,SANDAL TESTS325 CNK STRAPPY SCULPTURAL HEEL SANDALS BLATEST SIZE 40
LBX,QVS,aT249-C-46,OK,LBQ/SB/B-3-7-6,0,3.21313E+11,8,,,3131LBQ1112153,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 35
NEL,FML,aT249-C-46,OK,LBQ/SB/B-4-7-6,0,3.21313E+11,5,,,3131LBQ1112154,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 35
LBQ,FML,aT249-C-46,OK,LBQ/SB/B-2-7-6,0,3.21313E+11,7,,,3131LBQ1112152,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 35
LPT,POE,aT249-C-47,OK,LBQ/SB/B-5-6-3,0,3.21313E+11,8,,,3131LBQ1111958,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 36
NEL,HSJ,aT249-C-47,OK,LBQ/SB/B-4-6-3,0,3.21313E+11,8,,,3131LBQ1111959,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 36
NEL,HCZ,aT249-C-47,OK,LBQ/SB/B-3-6-3,0,3.21313E+11,4,,,3131LBQ1111950,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 36
LBQ,MNC,aT249-C-48,OK,LBQ/SB/B-4-3-2,0,3.21313E+11,1,,,3131LBQ1111942,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 37
TVC,CQJ-B3,aT249-C-48,OK,LBQ/SB/B-4-3-2,0,3.21313E+11,8,,,3131LBQ1111006,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 37
NEL,HNV,aT249-C-48,OK,LBQ/SB/B-2-3-2,0,3.21313E+11,3,,,3131LBQ1111008,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 37
LBQ,FML,aT249-C-48,OK,LBQ/SB/B-3-3-2,0,3.21313E+11,4,,,3131LBQ1111007,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 37
NEL,QVS,aT249-C-49,OK,LBQ/SB/B-5-6-4,0,3.21313E+11,8,,,3131LBQ1111963,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 38
LQE,HNV,aT249-C-49,OK,LBQ/SB/B-4-6-4,0,3.21313E+11,8,,,3131LBQ1111964,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 38
TVCC,SMN,aT249-C-40,OK,LBQ/SB/B-4-4-2,0,3.21313E+11,4,,,3131LBQ1111954,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 39
TVCC,NUT,aT249-C-40,OK,LBQ/SB/B-3-4-2,0,3.21313E+11,8,,,3131LBQ1111953,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 39
LBQ,HCZ,aT249-C-51,OK,LBQ/SB/B-4-6-2,0,3.21313E+11,2,,,3131LBQ1111941,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 40
NEL,NUT,aT249-C-51,OK,LBQ/SB/B-4-6-2,0,3.21313E+11,6,,,3131LBQ1111083,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 40
LQE,NUT,aT249-C-51,OK,LBQ/SB/B-5-6-2,0,3.21313E+11,8,,,3131LBQ1111082,EA/1.00,,SANDALS ZS138 ( Plumeti ) BLATEST SIZE 40
LQE,QVS,aT214-C-46,OK,LBQ/SB/D-3-28-5,0,3.21335E+11,1,,,3132LBQ1113129,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS BLATEST SIZE 35
LBX,MNC,aT214-C-46,OK,LBQ/SB/C-3-23-6,0,3.21334E+11,1,,,3132LBQ1113709,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS BLATEST SIZE 35
LBX,NUT,aT214-C-40,OK,LBQ/SB/B-2-5-4,0,3.21313E+11,1,,,3131LBQ1111089,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS BLATEST SIZE 39
LBX,HSJ,aT214-C-40,OK,LBQ/SB/B-3-5-4,0,3.21313E+11,2,,,3131LBQ1111088,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS BLATEST SIZE 39
TVC,SFF,aT214-C-51,OK,LBQ/SB/B-4-5-4,0,3.21313E+11,3,,,3131LBQ1111087,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS BLATEST SIZE 40
LQE,HNV,aT214-Z-46,OK,LBQ/SB/B-5-3-5,0,3.21313E+11,1,,,3131LBQ1112117,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 35
LPT,SMN,aT214-Z-46,OK,LBQ/SB/B-4-3-5,0,3.21313E+11,4,,,3131LBQ1112118,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 35
TVCC,POE,aT214-Z-47,OK,LBQ/SB/C-5-7-5,0,3.21334E+11,3,,,3131LBQ1111469,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 36
TVC,FML,aT214-Z-47,OK,LBQ/SB/B-5-3-5,0,3.21313E+11,2,,,3131LBQ1112117,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 36
LQE,QVS,aT214-Z-48,OK,LBQ/SB/C-3-7-5,0,3.21334E+11,4,,,3131LBQ1111460,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 37
LBX,GDP,aT214-Z-48,OK,LBQ/SB/C-5-7-5,0,3.21334E+11,1,,,3131LBQ1111469,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 37
LBX,HCZ,aT214-Z-49,OK,LBQ/SB/C-5-6-3,0,3.21334E+11,1,,,3131LBQ1111481,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 38
LPT,POE,aT214-Z-49,OK,LBQ/SB/C-3-7-5,0,3.21334E+11,4,,,3131LBQ1111460,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 38
LPT,POE,aT214-Z-40,OK,LBQ/SB/C-5-6-3,0,3.21334E+11,2,,,3131LBQ1111481,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 39
TVC,MNC,aT214-Z-40,OK,LBQ/SB/C-4-6-3,0,3.21334E+11,3,,,3131LBQ1111482,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 39
TVCC,SMN,aT214-Z-51,OK,LBQ/SB/C-4-6-3,0,3.21334E+11,5,,,3131LBQ1111482,EA/1.00,,SEPATU ZS103 ZR SUEDE SHOES WITH METALLIC HEEL DETAILS YELLOW SIZE 40
